,Year,Team,effective-field-goal-pct,ftm-per-100-possessions,offensive-rebounding-pct,defensive-rebounding-pct,assists-per-fgm,effective-possession-ratio,RPI,win-pct-all-games,win-pct-close-games,SOS,Last 10,average-scoring-margin,offensive-efficiency,AdjO,defensive-efficiency,AdjD,EffM,AdjEM,points-per-game,opponent-points-per-game,PFAM,true-shooting-percentage,opponent-true-shooting-percentage,TS%M,shooting-pct,opponent-shooting-pct,FG%M,three-point-pct,free-throw-pct,total-rebounding-percentage,steals-perpossession,turnovers-per-possession,opponent-turnovers-per-possession,TOM,block-pct,personal-fouls-per-possession
1,2011,Alabama St,44.2%,21.593,35.0%,68.9%,0.557,0.940,,0.455,0.333,,,-3.1,0.899,,0.943,,,,61.5,64.6,,95.6%,103.8%,,39.6%,41.4%,,29.1%,61.2%,50.7%,10.6%,22.5%,22.6%,,9.1%,32.7%
2,2011,Arizona,54.1%,25.505,32.5%,73.2%,0.553,0.950,,0.789,0.727,,,+8.6,1.104,,0.981,,,,76.4,67.9,,116.6%,103.9%,,46.9%,44.4%,,39.7%,74.6%,53.1%,7.5%,18.3%,18.1%,,4.6%,26.8%
3,2011,Belmont,54.1%,23.134,36.1%,69.3%,0.596,0.966,,0.857,0.750,,,+17.5,1.122,,0.876,,,,79.7,62.2,,115.4%,101.3%,,46.1%,40.9%,,37.8%,73.6%,52.6%,13.6%,19.0%,26.4%,,6.7%,29.3%
4,2011,Boston U,47.3%,22.255,31.6%,68.8%,0.461,0.968,,0.600,0.500,,,+1.4,0.996,,0.975,,,,64.9,63.5,,103.4%,99.1%,,40.2%,39.9%,,35.5%,72.9%,50.2%,8.3%,18.0%,17.0%,,6.6%,27.9%
5,2011,Bucknell,50.9%,21.650,23.4%,73.6%,0.594,0.935,,0.735,0.700,,,+6.3,1.036,,0.943,,,,70.2,63.9,,110.7%,98.7%,,44.6%,39.6%,,40.0%,78.8%,49.7%,6.9%,16.4%,17.1%,,5.6%,26.6%
6,2011,Butler,50.6%,23.211,31.6%,74.6%,0.492,0.981,,0.750,0.636,,,+7.0,1.073,,0.967,,,,71.8,64.7,,109.2%,103.9%,,43.8%,42.6%,,35.6%,72.7%,52.5%,8.7%,16.5%,18.3%,,2.9%,28.4%
7,2011,BYU,51.6%,24.245,29.2%,73.6%,0.520,0.984,,0.861,1.000,,,+12.9,1.104,,0.929,,,,81.1,68.2,,112.0%,100.4%,,44.8%,41.6%,,35.9%,76.2%,51.5%,11.1%,14.8%,19.8%,,6.9%,24.3%
8,2011,Cincinnati,49.4%,21.763,36.9%,71.0%,0.586,1.001,,0.743,0.667,,,+9.3,1.058,,0.915,,,,68.9,59.6,,105.3%,99.8%,,43.7%,41.1%,,33.8%,66.8%,53.1%,11.3%,17.3%,21.1%,,7.2%,26.4%
9,2011,Clemson,50.3%,21.567,32.7%,71.2%,0.549,0.955,,0.647,0.143,,,+7.2,1.019,,0.913,,,,68.5,61.4,,107.8%,99.4%,,44.3%,40.2%,,34.4%,70.1%,51.2%,11.9%,19.1%,22.5%,,8.9%,27.3%
10,2011,Connecticut,48.5%,22.417,37.1%,68.4%,0.511,1.012,,0.775,0.786,,,+7.4,1.066,,0.957,,,,72.8,65.5,,105.7%,96.1%,,43.6%,39.8%,,33.3%,76.1%,52.8%,9.3%,16.3%,16.8%,,9.0%,23.0%
11,2011,Duke,53.7%,23.377,33.3%,69.1%,0.509,0.979,,0.865,0.600,,,+16.2,1.125,,0.900,,,,80.9,64.7,,115.2%,94.9%,,47.1%,40.5%,,37.4%,75.3%,51.9%,10.1%,16.8%,20.4%,,7.3%,24.7%
12,2011,Florida,52.1%,20.107,35.3%,71.6%,0.538,0.980,,0.784,0.600,,,+8.7,1.077,,0.947,,,,72.1,63.4,,109.4%,99.9%,,46.5%,42.0%,,35.2%,66.8%,54.0%,8.9%,18.2%,18.5%,,6.3%,22.0%
13,2011,Florida St,49.0%,19.959,34.8%,71.1%,0.511,0.933,,0.676,0.250,,,+7.0,0.972,,0.873,,,,69.1,62.0,,104.5%,93.8%,,43.5%,36.3%,,33.4%,66.5%,53.3%,11.9%,22.3%,21.3%,,10.6%,27.0%
14,2011,Geo Mason,53.2%,21.899,30.6%,70.6%,0.551,0.971,,0.794,0.500,,,+10.3,1.095,,0.940,,,,72.8,62.5,,112.4%,99.8%,,47.1%,41.2%,,39.5%,68.9%,51.5%,9.9%,16.5%,19.6%,,6.0%,25.7%
15,2011,Georgetown,54.1%,19.593,31.8%,70.0%,0.595,0.928,,0.656,0.714,,,+4.2,1.061,,0.998,,,,70.6,66.3,,114.5%,102.0%,,47.5%,41.8%,,35.3%,73.4%,52.0%,9.1%,19.9%,16.6%,,7.9%,28.3%
16,2011,Georgia,49.5%,20.784,34.5%,70.6%,0.601,0.958,,0.636,0.800,,,+4.3,1.013,,0.950,,,,68.7,64.4,,106.0%,97.8%,,45.2%,39.7%,,34.2%,69.7%,53.4%,9.4%,19.5%,17.3%,,8.7%,24.2%
17,2011,Gonzaga,52.5%,25.119,34.6%,74.1%,0.575,0.950,,0.706,0.500,,,+9.9,1.081,,0.940,,,,75.9,66.1,,114.2%,102.1%,,47.5%,40.6%,,36.1%,76.2%,54.8%,10.3%,19.4%,20.2%,,6.5%,26.5%
18,2011,Hampton,45.9%,21.295,27.5%,66.8%,0.514,0.963,,0.719,0.667,,,+3.6,0.948,,0.897,,,,66.2,62.7,,99.0%,94.3%,,40.2%,38.2%,,32.1%,64.5%,46.7%,10.2%,17.2%,21.7%,,9.8%,26.4%
19,2011,Illinois,52.9%,17.038,29.8%,70.1%,0.635,0.940,,0.588,0.222,,,+5.6,1.046,,0.963,,,,71.0,65.4,,111.4%,99.6%,,46.8%,40.4%,,38.7%,72.9%,51.2%,8.2%,18.6%,17.9%,,7.9%,25.9%
20,2011,Indiana St,48.8%,21.229,29.3%,72.2%,0.555,0.927,,0.576,0.750,,,+0.5,0.979,,0.971,,,,65.7,65.2,,105.6%,103.0%,,42.4%,40.7%,,35.4%,71.1%,50.7%,9.0%,20.6%,18.8%,,8.1%,30.4%
21,2011,Kansas,57.0%,21.725,36.4%,74.3%,0.605,0.970,,0.921,1.000,,,+16.5,1.145,,0.913,,,,81.2,64.7,,118.5%,97.6%,,50.8%,39.4%,,38.2%,67.9%,55.7%,11.0%,18.6%,19.3%,,7.0%,24.7%
22,2011,Kansas St,49.6%,22.957,39.7%,71.6%,0.563,0.974,,0.667,0.625,,,+6.2,1.032,,0.944,,,,72.5,66.3,,105.9%,104.4%,,43.5%,42.3%,,37.4%,65.9%,54.6%,8.5%,20.5%,21.6%,,8.4%,29.0%
23,2011,Kentucky,52.3%,21.649,32.9%,73.0%,0.481,0.997,,0.763,0.300,,,+11.4,1.100,,0.932,,,,74.9,63.5,,111.2%,96.5%,,45.9%,39.4%,,39.7%,71.0%,52.5%,8.2%,15.6%,17.5%,,10.9%,23.2%
24,2011,AR Lit Rock,47.8%,23.540,26.5%,70.1%,0.510,0.951,,0.500,0.583,,,-1.4,0.994,,1.014,,,,66.6,67.9,,104.2%,109.4%,,41.4%,44.5%,,39.3%,69.7%,48.0%,8.4%,17.4%,20.1%,,4.6%,31.0%
25,2011,LIU-Brooklyn,51.9%,25.255,37.0%,68.9%,0.542,0.970,,0.818,0.778,,,+8.0,1.069,,0.966,,,,82.7,74.7,,109.9%,101.3%,,46.2%,43.5%,,36.1%,64.6%,52.8%,9.6%,19.5%,19.2%,,5.1%,22.7%
26,2011,Louisville,52.6%,16.888,33.8%,67.8%,0.641,0.978,,0.714,0.545,,,+10.4,1.065,,0.917,,,,74.9,64.5,,109.5%,98.2%,,45.3%,39.4%,,36.2%,66.3%,50.1%,13.3%,18.4%,22.7%,,9.0%,27.2%
27,2011,Marquette,51.0%,25.030,34.0%,68.4%,0.590,0.980,,0.595,0.364,,,+6.4,1.080,,0.988,,,,75.2,68.8,,109.8%,104.5%,,46.5%,43.8%,,34.9%,69.6%,51.7%,10.3%,17.3%,19.8%,,6.3%,24.1%
28,2011,Memphis,50.5%,21.225,33.1%,67.3%,0.575,0.932,,0.714,0.867,,,+3.8,1.007,,0.954,,,,72.1,68.3,,107.6%,101.5%,,45.1%,41.6%,,32.9%,68.0%,50.6%,11.8%,21.1%,20.5%,,9.2%,28.3%
29,2011,Michigan,52.3%,15.908,23.9%,72.2%,0.569,0.957,,0.588,0.500,,,+3.5,1.043,,0.987,,,,65.9,62.4,,109.5%,103.5%,,44.7%,42.9%,,35.3%,70.4%,48.3%,7.5%,15.6%,18.3%,,3.8%,26.8%
30,2011,Michigan St,48.6%,20.900,34.0%,74.0%,0.630,0.960,,0.545,0.643,,,+2.0,1.003,,0.973,,,,68.4,66.3,,104.7%,102.5%,,42.9%,42.2%,,35.0%,69.9%,53.1%,9.4%,19.5%,17.1%,,9.3%,28.1%
31,2011,Missouri,51.5%,21.152,31.0%,65.3%,0.564,0.972,,0.667,0.667,,,+8.3,1.076,,0.965,,,,80.3,72.0,,110.2%,106.3%,,45.8%,44.3%,,36.2%,73.5%,48.0%,12.9%,16.6%,23.8%,,8.6%,27.4%
32,2011,Morehead St,50.4%,21.975,39.9%,74.0%,0.501,0.958,,0.697,0.500,,,+5.9,1.032,,0.942,,,,68.0,62.1,,107.5%,105.5%,,44.8%,42.3%,,34.2%,67.5%,56.4%,12.8%,22.3%,21.9%,,6.4%,28.7%
33,2011,N Carolina,49.1%,21.410,35.9%,72.1%,0.549,0.989,,0.784,0.846,,,+8.7,1.041,,0.924,,,,77.5,68.8,,104.9%,97.3%,,45.0%,40.5%,,32.8%,67.2%,54.0%,8.4%,17.9%,18.9%,,8.7%,21.7%
34,2011,N Colorado,49.8%,25.970,32.8%,72.5%,0.513,0.932,,0.633,0.636,,,+3.6,1.036,,0.982,,,,70.3,66.7,,110.3%,106.5%,,42.3%,41.5%,,38.3%,76.9%,53.3%,8.3%,21.0%,19.6%,,3.5%,28.0%
35,2011,Notre Dame,53.5%,26.373,31.7%,73.6%,0.668,0.987,,0.794,1.000,,,+9.7,1.126,,0.981,,,,75.2,65.5,,115.0%,99.5%,,46.0%,40.8%,,38.6%,72.4%,53.2%,6.9%,15.5%,15.4%,,6.4%,22.7%
36,2011,Oakland,55.8%,23.011,35.4%,70.1%,0.533,0.969,,0.706,0.333,,,+8.2,1.146,,1.036,,,,85.0,76.8,,117.9%,105.9%,,49.3%,44.3%,,37.2%,71.9%,52.7%,8.3%,18.1%,16.0%,,8.5%,25.0%
37,2011,Ohio State,56.3%,22.027,34.4%,74.3%,0.577,0.998,,0.919,0.750,,,+17.5,1.175,,0.909,,,,77.1,59.7,,117.9%,101.8%,,49.4%,42.4%,,42.3%,70.1%,54.1%,10.7%,15.2%,22.3%,,6.0%,21.4%
38,2011,Old Dominion,48.5%,21.805,44.9%,73.9%,0.604,1.024,,0.794,0.667,,,+7.3,1.060,,0.942,,,,65.6,58.4,,103.6%,98.9%,,43.9%,40.4%,,32.9%,66.8%,58.7%,11.1%,20.0%,17.9%,,8.2%,23.9%
39,2011,Penn State,50.1%,18.960,30.4%,72.2%,0.538,0.969,,0.559,0.667,,,+0.5,1.032,,1.023,,,,63.1,62.5,,106.9%,106.9%,,43.9%,44.0%,,33.9%,72.4%,51.1%,7.3%,16.8%,17.2%,,4.7%,25.5%
40,2011,Pittsburgh,52.9%,24.404,41.8%,73.7%,0.672,1.017,,0.824,0.500,,,+13.0,1.136,,0.937,,,,73.9,61.0,,111.8%,97.1%,,47.5%,39.7%,,39.5%,67.1%,57.8%,7.2%,17.6%,16.9%,,6.0%,27.5%
41,2011,Princeton,51.9%,21.536,29.1%,76.1%,0.538,0.945,,0.774,0.769,,,+5.3,1.046,,0.965,,,,69.1,63.8,,111.4%,102.5%,,46.2%,42.6%,,36.7%,73.5%,52.8%,8.9%,18.0%,17.6%,,7.7%,26.3%
42,2011,Purdue,50.7%,20.831,30.4%,72.5%,0.615,0.987,,0.765,0.400,,,+10.7,1.068,,0.911,,,,72.5,61.9,,108.3%,98.9%,,44.7%,41.4%,,36.4%,71.5%,51.4%,9.1%,15.2%,20.6%,,7.6%,26.2%
43,2011,Richmond,53.1%,18.674,26.9%,67.9%,0.594,0.972,,0.784,0.500,,,+8.4,1.079,,0.948,,,,69.6,61.2,,111.3%,96.9%,,45.9%,40.5%,,39.0%,68.7%,48.5%,9.2%,15.6%,18.6%,,7.5%,24.5%
44,2011,San Diego St,50.5%,19.112,36.4%,72.8%,0.503,1.012,,0.914,1.000,,,+11.6,1.082,,0.905,,,,70.8,59.2,,107.0%,95.5%,,45.4%,39.4%,,34.2%,69.9%,54.2%,9.3%,16.2%,18.8%,,8.5%,22.8%
45,2011,St. Johns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2011,St. Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2011,Syracuse,52.8%,19.858,34.6%,68.5%,0.605,0.973,,0.771,0.667,,,+10.1,1.076,,0.928,,,,73.4,63.3,,110.6%,97.1%,,47.2%,39.4%,,35.4%,66.5%,52.5%,12.7%,18.1%,19.9%,,11.6%,22.7%
48,2011,Temple,50.0%,19.970,30.7%,73.0%,0.589,0.986,,0.765,0.625,,,+8.1,1.046,,0.926,,,,70.6,62.5,,106.4%,98.9%,,44.7%,41.4%,,35.3%,69.8%,51.8%,10.1%,15.8%,19.3%,,8.2%,23.5%
49,2011,Tennessee,47.6%,22.330,36.3%,70.6%,0.529,0.981,,0.559,0.500,,,+2.4,1.007,,0.973,,,,69.9,67.5,,103.0%,103.8%,,43.1%,41.8%,,30.0%,68.4%,52.6%,10.6%,19.0%,20.0%,,6.7%,27.9%
50,2011,Texas,50.2%,23.442,35.8%,71.9%,0.508,1.001,,0.778,0.333,,,+12.9,1.070,,0.886,,,,75.0,62.2,,106.8%,92.6%,,45.5%,38.7%,,37.6%,65.4%,54.2%,8.2%,16.7%,18.3%,,8.7%,24.4%
51,2011,Texas A&M,49.3%,25.990,36.3%,72.3%,0.587,0.963,,0.719,0.778,,,+6.7,1.036,,0.934,,,,68.0,61.3,,107.5%,100.9%,,44.0%,41.4%,,33.8%,69.8%,54.4%,9.9%,19.8%,20.2%,,3.0%,28.1%
52,2011,UAB,50.8%,17.914,31.3%,71.5%,0.556,0.960,,0.710,0.571,,,+5.8,1.032,,0.944,,,,68.4,62.6,,107.6%,99.3%,,43.8%,41.3%,,34.2%,71.7%,51.7%,8.0%,18.3%,18.5%,,5.7%,25.0%
53,2011,UCSB,51.6%,21.685,27.2%,69.4%,0.602,0.903,,0.533,0.143,,,+1.1,1.004,,0.988,,,,67.3,66.2,,111.8%,103.4%,,44.8%,40.8%,,36.6%,76.2%,49.4%,10.7%,21.2%,19.6%,,7.8%,29.2%
54,2011,UCLA,50.3%,23.448,34.7%,70.7%,0.594,0.941,,0.676,0.700,,,+3.8,1.017,,0.963,,,,70.1,66.3,,107.9%,99.2%,,45.5%,41.8%,,32.6%,67.9%,53.2%,7.9%,21.0%,17.3%,,10.0%,25.4%
55,2011,NC-Asheville,48.9%,22.921,30.1%,64.9%,0.557,0.926,,0.548,0.364,,,+2.3,0.987,,0.956,,,,71.4,69.1,,106.1%,103.4%,,44.6%,42.1%,,32.2%,70.6%,48.0%,12.2%,20.7%,23.3%,,7.7%,27.5%
56,2011,UNLV,50.9%,21.800,32.2%,70.2%,0.602,0.965,,0.727,0.833,,,+8.7,1.041,,0.915,,,,71.6,62.9,,108.5%,100.6%,,45.9%,40.5%,,33.0%,68.9%,51.0%,11.8%,18.2%,23.3%,,7.0%,27.9%
57,2011,USC,49.9%,18.848,28.4%,73.4%,0.494,0.961,,0.559,0.455,,,+3.6,1.006,,0.952,,,,66.2,62.7,,105.2%,100.5%,,44.4%,40.9%,,35.4%,65.1%,50.7%,8.9%,17.4%,18.0%,,5.7%,26.2%
58,2011,Utah State,52.2%,25.438,32.3%,76.0%,0.589,0.965,,0.879,0.800,,,+12.7,1.086,,0.892,,,,71.2,58.5,,113.1%,94.6%,,46.6%,38.4%,,35.7%,73.6%,55.5%,7.3%,17.8%,18.3%,,6.1%,26.7%
59,2011,TX-San Ant,49.0%,23.195,27.7%,67.9%,0.533,0.937,,0.548,0.571,,,-0.9,1.000,,1.013,,,,69.7,70.5,,106.7%,105.7%,,42.6%,42.5%,,35.7%,71.9%,48.5%,9.6%,19.1%,19.4%,,3.9%,27.6%
60,2011,Vanderbilt,52.9%,26.219,32.3%,70.5%,0.535,0.954,,0.676,0.333,,,+8.2,1.088,,0.970,,,,75.9,67.7,,114.7%,98.5%,,45.8%,41.1%,,37.1%,74.3%,51.7%,7.4%,18.5%,16.7%,,7.9%,23.2%
61,2011,VCU,51.1%,21.891,29.7%,65.3%,0.602,0.977,,0.700,0.600,,,+4.8,1.064,,0.993,,,,71.6,66.8,,109.4%,104.5%,,43.5%,44.1%,,37.0%,71.5%,47.0%,12.2%,16.5%,21.3%,,6.4%,27.3%
62,2011,Villanova,49.5%,25.872,33.3%,73.0%,0.565,0.971,,0.636,0.417,,,+6.8,1.060,,0.960,,,,72.2,65.4,,109.1%,100.9%,,43.8%,40.5%,,34.8%,75.7%,53.2%,9.2%,17.2%,17.2%,,6.9%,25.6%
63,2011,Washington,53.7%,18.481,36.8%,70.4%,0.559,1.003,,0.686,0.300,,,+12.4,1.119,,0.953,,,,83.1,70.7,,111.9%,101.5%,,46.9%,41.8%,,37.1%,67.4%,52.9%,9.0%,16.3%,19.8%,,8.9%,27.2%
64,2011,W Virginia,48.5%,24.451,38.4%,66.9%,0.627,1.005,,0.636,0.455,,,+5.1,1.060,,0.983,,,,69.8,64.7,,105.6%,99.7%,,42.9%,41.2%,,33.7%,71.1%,52.4%,7.1%,18.2%,17.7%,,7.4%,27.4%
65,2011,Wisconsin,51.8%,21.851,33.0%,74.7%,0.553,1.035,,0.735,0.556,,,+9.4,1.158,,0.998,,,,67.9,58.6,,112.1%,104.6%,,44.1%,42.8%,,37.4%,81.8%,52.9%,6.1%,12.6%,16.4%,,6.4%,26.2%
66,2011,Wofford,53.0%,23.578,32.5%,68.3%,0.552,0.966,,0.618,0.500,,,+5.6,1.094,,1.012,,,,73.6,68.0,,112.6%,108.1%,,47.7%,44.5%,,40.0%,69.3%,50.8%,9.9%,17.5%,19.5%,,4.8%,28.6%
67,2011,Xavier,51.2%,26.207,31.3%,73.6%,0.541,0.958,,0.750,0.667,,,+7.5,1.070,,0.959,,,,72.1,64.6,,112.0%,101.7%,,46.1%,40.6%,,32.9%,74.7%,53.3%,8.1%,17.9%,18.5%,,5.6%,25.6%
0,2012,Alabama,49.1%,20.732,31.6%,70.7%,0.517,0.944,,0.636,0.167,,,+6.6,0.999,,0.898,,,,64.7,58.1,,105.8%,94.9%,,45.2%,38.9%,,28.9%,71.1%,51.9%,11.2%,19.7%,20.2%,,8.0%,28.4%
1,2012,Baylor,52.3%,22.082,37.1%,69.8%,0.564,0.958,,0.784,0.818,,,+8.5,1.078,,0.954,,,,74.2,65.6,,112.5%,102.0%,,46.3%,42.0%,,37.9%,75.4%,53.5%,10.9%,19.9%,20.6%,,8.1%,25.9%
2,2012,Belmont,55.5%,23.471,31.9%,68.9%,0.624,0.970,,0.765,0.444,,,+13.0,1.151,,0.965,,,,80.7,67.7,,117.8%,102.5%,,47.9%,43.1%,,38.1%,73.5%,51.9%,10.3%,16.9%,20.0%,,3.9%,25.8%
3,2012,BYU,52.0%,20.698,27.7%,76.0%,0.614,0.944,,0.727,0.750,,,+9.7,1.045,,0.915,,,,78.0,68.3,,110.6%,101.7%,,46.4%,42.0%,,34.9%,70.3%,52.0%,11.2%,17.6%,20.7%,,7.5%,24.6%
4,2012,California,51.6%,20.860,30.9%,74.3%,0.605,0.957,,0.706,0.429,,,+9.3,1.058,,0.920,,,,71.1,61.9,,110.7%,98.8%,,47.5%,41.6%,,36.1%,74.4%,53.2%,7.0%,17.8%,18.9%,,5.6%,21.3%
5,2012,Cincinnati,48.0%,16.823,34.5%,68.0%,0.518,1.016,,0.703,0.667,,,+6.6,1.025,,0.925,,,,68.2,61.5,,100.9%,98.1%,,42.1%,41.2%,,34.1%,64.4%,50.2%,12.1%,16.1%,20.8%,,8.2%,23.1%
6,2012,Colorado,49.5%,22.720,27.3%,73.3%,0.504,0.932,,0.647,0.900,,,+2.2,0.988,,0.955,,,,66.2,64.1,,106.6%,99.7%,,44.0%,41.1%,,34.6%,68.4%,51.2%,8.7%,18.9%,17.8%,,5.8%,25.5%
7,2012,Colorado St,53.0%,24.816,26.9%,72.6%,0.509,0.920,,0.625,0.667,,,+2.1,1.058,,1.027,,,,70.1,68.0,,115.2%,108.1%,,47.1%,43.5%,,40.0%,76.8%,51.0%,8.1%,18.9%,17.8%,,3.5%,28.5%
8,2012,Connecticut,50.0%,19.281,36.2%,67.4%,0.533,0.982,,0.588,0.364,,,+4.2,1.035,,0.972,,,,68.7,64.5,,105.6%,96.3%,,45.2%,38.6%,,33.2%,66.2%,51.8%,8.8%,18.2%,15.9%,,11.5%,21.7%
9,2012,Creighton,57.8%,22.215,29.5%,75.5%,0.632,0.948,,0.829,0.889,,,+9.5,1.151,,1.013,,,,79.2,69.7,,121.3%,104.5%,,50.4%,44.1%,,42.4%,72.7%,54.2%,7.0%,17.3%,14.8%,,4.0%,24.5%
10,2012,Davidson,50.9%,23.537,33.5%,75.6%,0.513,0.984,,0.750,0.750,,,+8.9,1.088,,0.962,,,,76.9,67.9,,110.7%,102.2%,,44.5%,42.6%,,33.7%,76.7%,54.1%,7.6%,16.7%,17.0%,,6.4%,29.1%
11,2012,Detroit,48.0%,25.619,34.0%,69.5%,0.516,0.967,,0.588,0.538,,,+2.4,1.029,,0.993,,,,70.3,67.9,,106.1%,109.0%,,44.0%,44.6%,,29.1%,73.6%,50.9%,10.8%,18.3%,21.7%,,8.5%,28.3%
12,2012,Duke,52.8%,25.497,33.4%,68.8%,0.484,0.979,,0.794,0.583,,,+8.6,1.106,,0.982,,,,77.3,68.6,,113.0%,101.1%,,45.6%,43.3%,,37.1%,70.1%,51.9%,8.8%,17.3%,18.1%,,6.8%,26.3%
13,2012,Florida,54.8%,19.960,31.6%,72.3%,0.565,0.977,,0.703,0.286,,,+10.9,1.123,,0.962,,,,75.9,65.0,,115.2%,101.8%,,46.4%,42.3%,,38.0%,71.3%,52.0%,9.3%,16.5%,18.4%,,6.0%,23.0%
14,2012,Florida St,51.2%,19.299,34.3%,69.4%,0.487,0.916,,0.714,0.692,,,+6.9,0.997,,0.898,,,,69.8,62.9,,109.0%,96.3%,,45.6%,38.1%,,35.4%,70.7%,52.2%,10.8%,23.1%,21.5%,,10.8%,26.6%
15,2012,Georgetown,51.4%,21.772,34.6%,72.4%,0.554,0.959,,0.719,0.500,,,+9.1,1.043,,0.904,,,,68.4,59.3,,109.7%,94.5%,,46.1%,38.5%,,34.4%,69.8%,53.6%,9.2%,19.0%,18.9%,,8.9%,27.1%
16,2012,Gonzaga,53.5%,25.530,32.0%,74.5%,0.553,0.943,,0.788,0.333,,,+10.6,1.082,,0.926,,,,73.8,63.2,,114.9%,98.8%,,47.3%,41.3%,,38.0%,71.6%,54.6%,9.9%,18.7%,18.6%,,5.6%,22.8%
17,2012,Harvard,52.5%,24.177,29.1%,75.4%,0.584,0.920,,0.833,0.833,,,+9.4,1.047,,0.896,,,,65.2,55.8,,113.9%,96.8%,,46.4%,40.8%,,35.6%,75.1%,53.7%,9.3%,19.7%,19.4%,,8.5%,24.7%
18,2012,Indiana,55.2%,26.623,33.3%,71.1%,0.513,0.946,,0.750,0.714,,,+10.8,1.131,,0.972,,,,77.3,66.4,,119.1%,103.5%,,49.2%,42.6%,,43.1%,76.3%,53.2%,9.5%,18.6%,19.0%,,5.8%,25.7%
19,2012,Iona,56.5%,18.176,29.8%,68.6%,0.624,0.955,,0.758,0.571,,,+10.2,1.130,,0.991,,,,82.9,72.7,,117.6%,107.6%,,50.2%,45.1%,,38.7%,71.3%,50.5%,10.0%,16.9%,21.3%,,3.6%,23.1%
20,2012,Iowa State,52.6%,21.664,31.4%,74.6%,0.571,0.964,,0.676,0.800,,,+6.0,1.072,,0.985,,,,73.2,67.2,,111.4%,102.8%,,44.9%,43.7%,,37.3%,68.8%,53.3%,8.4%,18.0%,16.6%,,4.9%,23.5%
21,2012,Kansas,52.7%,22.468,33.3%,72.5%,0.577,0.956,,0.842,0.857,,,+12.3,1.075,,0.896,,,,73.9,61.6,,111.9%,95.4%,,47.5%,37.9%,,34.3%,69.2%,54.2%,10.7%,18.9%,19.5%,,10.2%,25.3%
22,2012,Kansas St,48.9%,23.413,39.0%,69.0%,0.576,0.977,,0.667,0.375,,,+6.9,1.023,,0.923,,,,71.0,64.1,,105.1%,100.8%,,43.9%,40.9%,,33.5%,67.1%,53.4%,8.7%,20.4%,22.8%,,8.8%,28.9%
23,2012,Kentucky,53.9%,24.985,37.0%,71.7%,0.484,0.994,,0.949,0.750,,,+17.0,1.141,,0.891,,,,77.6,60.6,,115.2%,90.8%,,49.0%,37.4%,,37.7%,72.3%,54.8%,9.0%,16.6%,17.0%,,14.3%,21.7%
24,2012,Lamar,46.2%,25.097,36.7%,71.6%,0.486,1.012,,0.636,0.250,,,+6.2,1.033,,0.945,,,,72.2,66.0,,102.2%,100.5%,,42.6%,42.5%,,33.1%,72.4%,53.2%,11.1%,16.7%,19.7%,,7.6%,25.0%
25,2012,Lehigh,50.4%,23.898,28.7%,72.1%,0.498,0.966,,0.765,0.714,,,+9.4,1.065,,0.931,,,,75.1,65.7,,110.0%,101.9%,,44.1%,41.8%,,34.7%,76.6%,50.8%,11.0%,16.0%,20.6%,,5.2%,25.4%
26,2012,LIU-Brooklyn,53.2%,27.063,32.0%,66.6%,0.543,0.921,,0.735,1.000,,,+3.7,1.064,,1.016,,,,81.4,77.7,,115.5%,103.4%,,47.4%,44.9%,,37.1%,73.0%,51.2%,7.9%,20.7%,17.8%,,4.9%,20.4%
27,2012,Lg Beach St,52.3%,22.846,33.5%,71.0%,0.549,0.964,,0.719,0.200,,,+8.7,1.068,,0.942,,,,73.6,64.9,,110.8%,101.5%,,46.4%,42.3%,,35.5%,67.0%,52.1%,9.8%,18.5%,20.9%,,4.8%,23.0%
28,2012,Louisville,47.3%,20.542,33.9%,68.7%,0.552,0.967,,0.750,0.600,,,+7.2,0.986,,0.882,,,,68.2,61.0,,102.0%,94.0%,,42.2%,38.4%,,31.8%,68.8%,51.2%,12.8%,20.0%,21.9%,,8.6%,25.4%
29,2012,Loyola Mymt,48.0%,22.094,30.0%,67.5%,0.472,0.943,,0.594,0.714,,,+1.0,0.991,,0.976,,,,69.2,68.2,,104.9%,102.3%,,42.3%,41.8%,,35.0%,73.4%,49.1%,10.2%,19.3%,19.9%,,4.9%,25.2%
30,2012,Marquette,50.1%,23.733,32.1%,65.9%,0.631,0.960,,0.771,0.857,,,+9.4,1.045,,0.914,,,,75.4,65.9,,108.7%,97.6%,,45.2%,40.2%,,33.7%,72.1%,49.9%,12.0%,18.2%,22.4%,,5.9%,24.5%
31,2012,Memphis,54.0%,23.127,28.8%,69.8%,0.541,0.933,,0.743,0.444,,,+11.6,1.074,,0.907,,,,74.7,63.1,,115.1%,96.0%,,49.1%,38.6%,,36.2%,71.7%,51.0%,11.5%,18.2%,20.0%,,10.1%,27.3%
32,2012,Michigan,53.4%,17.248,26.6%,70.9%,0.533,0.950,,0.697,0.700,,,+4.2,1.061,,0.994,,,,66.5,62.3,,112.3%,104.7%,,45.7%,43.2%,,35.1%,72.4%,49.3%,7.8%,17.0%,19.2%,,3.9%,25.1%
